customer_id,full_name,phone_raw,address_raw,city,province,gender,dob,segment,branch,source_campaign,created_date,full_name_clean,phone_clean
C0136,nguyen quang binh,0587 304 327,"119 Hai Ba Trung, P.10",Can Tho,Ha Noi,Male,2001-04-26,Retail,HCM - District 1,Old customer list,2024-05-07,Nguyen Quang Binh,0587304327
C0137,nguyen hoai quyen,,"61 Ly Thuong Kiet, P.7",Ho Chi Minh,Ha Noi,Female,2013-05-30,Mass,HCM - District 1,Branch referral,2024-12-03,Nguyen Hoai Quyen,
C0138,do quang loan,0390 018 054,"75 Cach Mang Thang 8, P.5",Can Tho,Da Nang,Female,1987-12-04,VIP,Ha Noi - Hoan Kiem,Branch referral,2024-05-08,Do Quang Loan,0390018054
C0139,TRAN HOAI NAM,0811-431-374,"219 Le Loi, P.1",Ha Noi,Da Nang,Male,1998-02-21,Retail,Ha Noi - Hoan Kiem,Branch referral,2024-05-30,Tran Hoai Nam,0811431374
C0140,tran hoai loan,0356290447,"119 Le Loi, P.2",Ho Chi Minh,TP.HCM,Male,1983-09-16,Retail,HCM - Phu Nhuan,Branch referral,2024-10-24,Tran Hoai Loan,0356290447
C0141,DANG MINH BINH,0759091680,"11 Pham Van Dong, P.1",Ha Noi,Hai Phong,Female,2000-03-15,VIP,Da Nang - Hai Chau,Online form,2024-09-08,Dang Minh Binh,0759091680
C0142,dang quang nam,,"123 Nguyen Trai, P.1",Da Nang,Can Tho,Male,2007-02-15,VIP,HCM - Phu Nhuan,Partnership,2024-12-11,Dang Quang Nam,
C0143,pham thanh an,,"57 Nguyen Trai, P.5",Ho Chi Minh,Can Tho,Female,2019-01-16,Retail,HCM - Phu Nhuan,Online form,2024-02-29,Pham Thanh An,
C0144,PHAM HOAI TU,0389 092 873,"61 Hai Ba Trung, P.15",Da Nang,Hai Phong,Male,1997-11-02,SME,Can Tho - Ninh Kieu,Partnership,2024-01-02,Pham Hoai Tu,0389092873
C0145,LE HOAI PHUC,0334 022 509,"88 Tran Hung Dao, P.5",Ho Chi Minh,TP.HCM,Male,2015-08-12,Retail,HCM - District 1,Partnership,2024-09-10,Le Hoai Phuc,0334022509
C0146,VO VAN LOAN,0893-131-197,"45 Nguyen Thi Minh Khai, P.15",Hai Phong,Da Nang,Male,2019-11-15,Retail,Da Nang - Hai Chau,Event,2024-02-06,Vo Van Loan,0893131197
C0147,HOANG NGOC NAM,0507 587 513,"164 Le Loi, P.7",Ha Noi,Da Nang,Male,2003-04-02,Retail,Ha Noi - Hoan Kiem,Event,2024-01-09,Hoang Ngoc Nam,0507587513
C0148,le van loan,0802 637 704,"227 Ly Thuong Kiet, P.7",Can Tho,Da Nang,Female,2010-01-09,Mass,Da Nang - Hai Chau,Partnership,2024-04-08,Le Van Loan,0802637704
C0149,Pham Ngoc Phuc,,"242 Le Loi, P.5",Hai Phong,Hai Phong,Female,1989-03-01,Mass,Da Nang - Hai Chau,Branch referral,2024-10-30,Pham Ngoc Phuc,
C0150,Dang Ngoc An,0939459562,"101 Nguyen Thi Minh Khai, P.7",Ha Noi,TP.HCM,Female,1995-04-23,Mass,Da Nang - Hai Chau,Online form,2024-05-10,Dang Ngoc An,0939459562
C0151,Hoang Anh Trang,0701208334,"165 Nguyen Thi Minh Khai, P.7",Ha Noi,Da Nang,Female,1999-12-16,SME,HCM - Phu Nhuan,Old customer list,2024-05-31,Hoang Anh Trang,0701208334
C0152,nguyen hong phuc,,"59 Nguyen Thi Minh Khai, P.1",Can Tho,Hai Phong,Female,2010-01-23,VIP,Can Tho - Ninh Kieu,Branch referral,2024-04-29,Nguyen Hong Phuc,
C0153,bui hong binh,0897 598 661,"243 Tran Hung Dao, P.2",Ha Noi,Ha Noi,Male,2018-03-28,VIP,HCM - District 1,Old customer list,2024-04-25,Bui Hong Binh,0897598661
C0154,pham ngoc tu,,"151 Nguyen Thi Minh Khai, P.7",Ho Chi Minh,Can Tho,Male,1998-02-26,Retail,Can Tho - Ninh Kieu,Partnership,2024-04-22,Pham Ngoc Tu,
C0155,tran van binh,0888 826 541,"159 Ly Thuong Kiet, P.1",Can Tho,Da Nang,Male,2016-02-28,Mass,Da Nang - Hai Chau,Event,2024-04-13,Tran Van Binh,0888826541
C0156,vo thi loan,0738-869-237,"187 Ly Thuong Kiet, P.10",Ho Chi Minh,Ha Noi,Female,2014-02-18,Retail,Da Nang - Hai Chau,Old customer list,2024-09-10,Vo Thi Loan,0738869237
C0157,DO MINH AN,0370747551,"64 Nguyen Trai, P.7",Ho Chi Minh,Da Nang,Male,1989-01-05,SME,Ha Noi - Hoan Kiem,Old customer list,2024-04-08,Do Minh An,0370747551
C0158,DO QUANG BINH,0703518531,"73 Nguyen Trai, P.7",Ho Chi Minh,Ha Noi,Male,1991-02-05,Retail,HCM - Phu Nhuan,Branch referral,2024-12-14,Do Quang Binh,0703518531
C0159,Hoang Quang Quyen,0589-641-182,"183 Cach Mang Thang 8, P.7",Can Tho,Da Nang,Female,2015-10-05,SME,HCM - Phu Nhuan,Old customer list,2024-12-03,Hoang Quang Quyen,0589641182
C0160,HOANG THANH KHANH,+84915683662,"17 Hai Ba Trung, P.5",Da Nang,Da Nang,Female,2014-04-10,SME,HCM - Phu Nhuan,Branch referral,2024-11-05,Hoang Thanh Khanh,0915683662
C0161,DO HOAI AN,,"182 Dien Bien Phu, P.5",Ha Noi,Hai Phong,Female,1985-08-10,SME,Can Tho - Ninh Kieu,Event,2024-07-26,Do Hoai An,
C0162,le thanh nam,0901 287 163,"91 Dien Bien Phu, P.15",Da Nang,Can Tho,Female,2016-07-21,SME,Ha Noi - Hoan Kiem,Partnership,2024-06-17,Le Thanh Nam,0901287163
C0163,hoang anh binh,0506-564-116,"106 Nguyen Trai, P.2",Ha Noi,Ha Noi,Female,1998-08-05,VIP,Can Tho - Ninh Kieu,Old customer list,2024-06-09,Hoang Anh Binh,0506564116
C0164,Le Minh Nam,+84346160271,"202 Le Loi, P.2",Hai Phong,Can Tho,Female,1995-04-17,VIP,Da Nang - Hai Chau,Old customer list,2024-10-15,Le Minh Nam,0346160271
C0165,DANG THI AN,0313 038 166,"178 Hai Ba Trung, P.5",Ha Noi,TP.HCM,Female,1996-06-08,SME,HCM - Phu Nhuan,Online form,2024-10-03,Dang Thi An,0313038166
C0166,nguyen hong tu,0375 389 393,"243 Ly Thuong Kiet, P.1",Ha Noi,Ha Noi,Male,1986-04-29,Retail,HCM - District 1,Partnership,2024-05-14,Nguyen Hong Tu,0375389393
C0167,do ngoc binh,0977367650,"13 Le Loi, P.7",Can Tho,Can Tho,Male,2013-12-01,SME,Da Nang - Hai Chau,Branch referral,2024-05-07,Do Ngoc Binh,0977367650
C0168,pham thi tu,0966-261-817,"30 Le Loi, P.7",Ha Noi,Hai Phong,Male,1995-06-18,SME,Can Tho - Ninh Kieu,Branch referral,2024-06-24,Pham Thi Tu,0966261817
C0169,Vo Quang Tu,+84504293069,"39 Le Loi, P.10",Ho Chi Minh,TP.HCM,Female,2001-11-11,Retail,Da Nang - Hai Chau,Event,2024-01-22,Vo Quang Tu,0504293069
C0170,Hoang Anh An,0988836418,"219 Tran Hung Dao, P.15",Ha Noi,Da Nang,Female,1992-05-25,VIP,Can Tho - Ninh Kieu,Event,2024-06-06,Hoang Anh An,0988836418
C0171,Tran Minh Loan,0314486448,"34 Nguyen Trai, P.2",Ho Chi Minh,Can Tho,Female,2012-03-22,VIP,HCM - Phu Nhuan,Partnership,2024-02-20,Tran Minh Loan,0314486448
C0172,DANG MINH AN,0787844840,"181 Nguyen Thi Minh Khai, P.15",Hai Phong,Hai Phong,Male,1992-03-04,SME,Can Tho - Ninh Kieu,Partnership,2024-09-20,Dang Minh An,0787844840
C0173,tran quang trang,,"218 Pham Van Dong, P.7",Ha Noi,TP.HCM,Female,1983-08-10,SME,HCM - Phu Nhuan,Event,2024-01-27,Tran Quang Trang,
C0174,Hoang Thi Quyen,0753804504,"128 Nguyen Trai, P.1",Can Tho,Can Tho,Male,1996-05-21,Mass,HCM - District 1,Partnership,2024-10-03,Hoang Thi Quyen,0753804504
C0175,Hoang Thanh Quyen,+84564388837,"184 Hai Ba Trung, P.15",Can Tho,TP.HCM,Male,2002-03-20,Retail,HCM - District 1,Event,2024-04-06,Hoang Thanh Quyen,0564388837
C0176,VO HONG QUYEN,0331 848 742,"31 Ly Thuong Kiet, P.2",Can Tho,Ha Noi,Female,2007-08-26,Mass,Da Nang - Hai Chau,Online form,2024-11-12,Vo Hong Quyen,0331848742
C0177,TRAN ANH PHUC,0555 907 545,"178 Tran Hung Dao, P.15",Ha Noi,TP.HCM,Female,2004-01-10,SME,Can Tho - Ninh Kieu,Old customer list,2024-05-26,Tran Anh Phuc,0555907545
C0178,dang hoai tu,0599-414-772,"183 Nguyen Thi Minh Khai, P.15",Ha Noi,Ha Noi,Male,2019-12-17,SME,Ha Noi - Hoan Kiem,Branch referral,2024-02-04,Dang Hoai Tu,0599414772
C0179,LE THANH QUYEN,0567-755-976,"225 Ly Thuong Kiet, P.1",Hai Phong,TP.HCM,Male,2004-01-06,VIP,HCM - Phu Nhuan,Online form,2024-02-18,Le Thanh Quyen,0567755976
C0180,Nguyen Hoai Tu,0896107253,"158 Nguyen Thi Minh Khai, P.2",Hai Phong,Can Tho,Male,2003-01-31,SME,HCM - District 1,Old customer list,2024-01-17,Nguyen Hoai Tu,0896107253
C0181,DANG QUANG LOAN,,"140 Dien Bien Phu, P.15",Ha Noi,Da Nang,Female,1989-01-10,Retail,HCM - District 1,Branch referral,2024-08-07,Dang Quang Loan,
C0182,le thanh binh,0902 218 049,"238 Hai Ba Trung, P.10",Ho Chi Minh,Hai Phong,Female,1992-06-02,VIP,Can Tho - Ninh Kieu,Partnership,2024-02-15,Le Thanh Binh,0902218049
C0183,VO VAN LOAN,0321-054-502,"85 Hai Ba Trung, P.5",Ha Noi,Hai Phong,Female,1985-11-22,Mass,HCM - District 1,Event,2024-01-06,Vo Van Loan,0321054502
C0184,Bui Hoai Trang,,"206 Nguyen Thi Minh Khai, P.7",Can Tho,TP.HCM,Female,1992-05-09,Retail,Ha Noi - Hoan Kiem,Partnership,2024-10-06,Bui Hoai Trang,
C0185,TRAN VAN NAM,0856262682,"192 Tran Hung Dao, P.1",Can Tho,Da Nang,Male,2017-02-15,Mass,HCM - District 1,Online form,2024-10-28,Tran Van Nam,0856262682
C0186,Le Hong Quyen,0552236406,"165 Le Loi, P.15",Hai Phong,TP.HCM,Male,1991-09-02,SME,Can Tho - Ninh Kieu,Online form,2024-04-04,Le Hong Quyen,0552236406
C0187,hoang hong binh,0574-364-513,"246 Tran Hung Dao, P.5",Da Nang,TP.HCM,Male,1996-12-02,Mass,HCM - District 1,Online form,2024-07-06,Hoang Hong Binh,0574364513
C0188,Dang Thanh Quyen,,"214 Cach Mang Thang 8, P.2",Ho Chi Minh,Ha Noi,Male,1983-07-06,VIP,Can Tho - Ninh Kieu,Online form,2024-04-25,Dang Thanh Quyen,
C0189,Hoang Van Tu,0315-936-220,"125 Pham Van Dong, P.5",Hai Phong,Da Nang,Male,1985-09-03,SME,Ha Noi - Hoan Kiem,Old customer list,2024-09-09,Hoang Van Tu,0315936220
C0190,Le Thi Loan,0877-623-634,"199 Cach Mang Thang 8, P.7",Hai Phong,TP.HCM,Male,1992-02-06,Mass,Ha Noi - Hoan Kiem,Branch referral,2024-06-09,Le Thi Loan,0877623634
C0191,DO HOAI TU,0580 005 054,"233 Nguyen Trai, P.10",Da Nang,Hai Phong,Female,2005-10-07,Retail,Ha Noi - Hoan Kiem,Old customer list,2024-11-18,Do Hoai Tu,0580005054
C0192,pham hong nam,0550 302 996,"115 Tran Hung Dao, P.2",Hai Phong,Hai Phong,Male,1987-12-18,VIP,Ha Noi - Hoan Kiem,Online form,2024-01-18,Pham Hong Nam,0550302996
C0193,Pham Anh Trang,0922-657-398,"27 Nguyen Thi Minh Khai, P.15",Da Nang,Da Nang,Male,2001-05-11,VIP,Da Nang - Hai Chau,Event,2024-08-10,Pham Anh Trang,0922657398
C0194,tran thanh tu,+84392483780,"43 Dien Bien Phu, P.1",Hai Phong,Da Nang,Male,1997-11-21,Retail,HCM - Phu Nhuan,Branch referral,2024-02-27,Tran Thanh Tu,0392483780
C0195,vo van trang,0987 442 180,"147 Tran Hung Dao, P.2",Hai Phong,TP.HCM,Male,1990-06-22,Mass,HCM - Phu Nhuan,Event,2024-12-25,Vo Van Trang,0987442180
C0196,LE THANH KHANH,+84896878926,"44 Dien Bien Phu, P.7",Hai Phong,Ha Noi,Male,2018-05-06,SME,HCM - Phu Nhuan,Event,2024-10-06,Le Thanh Khanh,0896878926
C0197,bui van trang,,"154 Nguyen Trai, P.10",Hai Phong,TP.HCM,Male,1993-12-24,VIP,HCM - Phu Nhuan,Partnership,2024-10-14,Bui Van Trang,
C0198,DO THI KHANH,0548649473,"109 Tran Hung Dao, P.5",Can Tho,Ha Noi,Male,1987-08-10,SME,Can Tho - Ninh Kieu,Partnership,2024-12-07,Do Thi Khanh,0548649473
C0199,Dang Hong Trang,0777510663,"40 Ly Thuong Kiet, P.15",Hai Phong,Da Nang,Female,1983-05-31,VIP,Can Tho - Ninh Kieu,Event,2024-05-06,Dang Hong Trang,0777510663
C0200,hoang quang trang,0855 154 957,"219 Le Loi, P.15",Ha Noi,Can Tho,Male,2014-02-10,Mass,HCM - Phu Nhuan,Partnership,2024-09-29,Hoang Quang Trang,0855154957
C0096_DUP,bui van quyen,0884-540-487,"210 Nguyen Trai, P.15",Ha Noi,Hai Phong,Male,2011-07-18,Mass,Da Nang - Hai Chau,Event,2024-08-18,Bui Van Quyen,0884540487
C0016_DUP,DO THI LOAN,0354039903,"91 Nguyen Thi Minh Khai, P.7",Hai Phong,Ha Noi,Male,2006-09-19,Retail,HCM - Phu Nhuan,Old customer list,2024-12-10,Do Thi Loan,0354039903
C0031_DUP,tran hong trang,0863-545-473,"79 Cach Mang Thang 8, P.2",Ho Chi Minh,Ha Noi,Female,2003-07-24,Mass,Can Tho - Ninh Kieu,Branch referral,2024-09-21,Tran Hong Trang,0863545473
C0159_DUP,Hoang Quang Quyen,0589-641-182,"183 Cach Mang Thang 8, P.7",Can Tho,Da Nang,Female,2015-10-05,SME,HCM - Phu Nhuan,Old customer list,2024-12-03,Hoang Quang Quyen,0589641182
C0129_DUP,nguyen ngoc phuc,,"187 Ly Thuong Kiet, P.5",Can Tho,Da Nang,Male,1989-11-12,Retail,Ha Noi - Hoan Kiem,Online form,2024-11-21,Nguyen Ngoc Phuc,
C0116_DUP,Vo Quang Binh,,"39 Hai Ba Trung, P.1",Can Tho,TP.HCM,Female,1997-05-12,VIP,HCM - District 1,Online form,2024-05-05,Vo Quang Binh,
C0070_DUP,HOANG HOAI NAM,+84596472126,"17 Le Loi, P.7",Hai Phong,Hai Phong,Male,1996-10-31,Retail,HCM - Phu Nhuan,Event,2024-02-04,Hoang Hoai Nam,0596472126
C0171_DUP,Tran Minh Loan,0314486448,"34 Nguyen Trai, P.2",Ho Chi Minh,Can Tho,Female,2012-03-22,VIP,HCM - Phu Nhuan,Partnership,2024-02-20,Tran Minh Loan,0314486448
C0175_DUP,Hoang Thanh Quyen,+84564388837,"184 Hai Ba Trung, P.15",Can Tho,TP.HCM,Male,2002-03-20,Retail,HCM - District 1,Event,2024-04-06,Hoang Thanh Quyen,0564388837
C0046_DUP,Nguyen Anh Tu,0963666768,"80 Pham Van Dong, P.1",Hai Phong,Da Nang,Male,2000-08-14,Mass,Ha Noi - Hoan Kiem,Event,2024-07-08,Nguyen Anh Tu,0963666768
