call_id,customer_id,call_date,call_time,agent_id,call_duration_sec,call_result,sentiment,product_pitched,notes,call_duration_min,full_name,phone_raw,address_raw,city,province,gender,dob,segment,branch,source_campaign,created_date,full_name_clean,phone_clean
CL00090,C0062,2024-12-05,15:04,AG06,565,Connected - Not Interested,Neutral,Personal Loan,Customer refused politely.,9.416666666666666,bui van phuc,0767530403,"166 Le Loi, P.10",Hai Phong,Hai Phong,Female,1992-09-27,VIP,Can Tho - Ninh Kieu,Partnership,2024-09-17,Bui Van Phuc,0767530403
CL00091,C0062,2024-02-22,09:12,AG03,47,No Answer,,Term Deposit,,0.7833333333333333,bui van phuc,0767530403,"166 Le Loi, P.10",Hai Phong,Hai Phong,Female,1992-09-27,VIP,Can Tho - Ninh Kieu,Partnership,2024-09-17,Bui Van Phuc,0767530403
CL00092,C0062,2024-08-27,18:50,AG01,51,No Answer,,Term Deposit,,0.85,bui van phuc,0767530403,"166 Le Loi, P.10",Hai Phong,Hai Phong,Female,1992-09-27,VIP,Can Tho - Ninh Kieu,Partnership,2024-09-17,Bui Van Phuc,0767530403
CL00093,C0063,2024-07-01,18:53,AG04,539,Connected - Not Interested,Negative,Credit Card,Customer refused politely.,8.983333333333333,nguyen anh trang,0365948890,"64 Pham Van Dong, P.7",Hai Phong,Hai Phong,Male,1999-12-03,SME,Ha Noi - Hoan Kiem,Event,2024-08-18,Nguyen Anh Trang,0365948890
CL00094,C0063,2024-12-25,11:55,AG03,29,Wrong Number,,Credit Card,Phone number incorrect.,0.48333333333333334,nguyen anh trang,0365948890,"64 Pham Van Dong, P.7",Hai Phong,Hai Phong,Male,1999-12-03,SME,Ha Noi - Hoan Kiem,Event,2024-08-18,Nguyen Anh Trang,0365948890
CL00095,C0064,2024-07-13,18:28,AG02,80,Registered Product,Positive,Personal Loan,Customer agreed to open product.,1.3333333333333333,DANG QUANG LOAN,0557 600 627,"86 Le Loi, P.10",Ha Noi,Da Nang,Female,2000-03-06,VIP,HCM - Phu Nhuan,Partnership,2024-01-28,Dang Quang Loan,0557600627
CL00096,C0064,2024-02-20,10:20,AG02,24,Registered Product,Positive,Term Deposit,Customer agreed to open product.,0.4,DANG QUANG LOAN,0557 600 627,"86 Le Loi, P.10",Ha Noi,Da Nang,Female,2000-03-06,VIP,HCM - Phu Nhuan,Partnership,2024-01-28,Dang Quang Loan,0557600627
CL00097,C0064,2024-04-01,17:21,AG06,424,Registered Product,Neutral,Credit Card,Customer agreed to open product.,7.066666666666666,DANG QUANG LOAN,0557 600 627,"86 Le Loi, P.10",Ha Noi,Da Nang,Female,2000-03-06,VIP,HCM - Phu Nhuan,Partnership,2024-01-28,Dang Quang Loan,0557600627
CL00098,C0068,2024-12-11,09:48,AG02,97,Connected - Not Interested,Negative,Credit Card,Customer refused politely.,1.6166666666666667,LE HONG AN,,"38 Ly Thuong Kiet, P.1",Ha Noi,Can Tho,Female,1990-06-20,Mass,Da Nang - Hai Chau,Online form,2024-04-08,Le Hong An,
CL00099,C0068,2024-10-27,18:08,AG01,30,Busy,,Savings Account,,0.5,LE HONG AN,,"38 Ly Thuong Kiet, P.1",Ha Noi,Can Tho,Female,1990-06-20,Mass,Da Nang - Hai Chau,Online form,2024-04-08,Le Hong An,
CL00100,C0068,2024-02-16,16:21,AG06,258,Connected - Not Interested,Neutral,Term Deposit,Customer refused politely.,4.3,LE HONG AN,,"38 Ly Thuong Kiet, P.1",Ha Noi,Can Tho,Female,1990-06-20,Mass,Da Nang - Hai Chau,Online form,2024-04-08,Le Hong An,
CL00101,C0069,2024-11-14,08:25,AG01,276,Connected - Not Interested,Negative,Personal Loan,Customer refused politely.,4.6,Dang Thanh Loan,0930-230-731,"235 Pham Van Dong, P.15",Ha Noi,Can Tho,Female,2013-01-04,Mass,HCM - District 1,Online form,2024-12-25,Dang Thanh Loan,0930230731
CL00102,C0069,2024-12-20,11:14,AG07,322,Registered Product,Neutral,Personal Loan,Customer agreed to open product.,5.366666666666666,Dang Thanh Loan,0930-230-731,"235 Pham Van Dong, P.15",Ha Noi,Can Tho,Female,2013-01-04,Mass,HCM - District 1,Online form,2024-12-25,Dang Thanh Loan,0930230731
CL00103,C0070,2024-08-01,17:27,AG06,27,No Answer,,Savings Account,,0.45,HOANG HOAI NAM,+84596472126,"17 Le Loi, P.7",Hai Phong,Hai Phong,Male,1996-10-31,Retail,HCM - Phu Nhuan,Event,2024-02-04,Hoang Hoai Nam,0596472126
CL00104,C0070,2024-08-03,09:44,AG06,30,Busy,,Savings Account,,0.5,HOANG HOAI NAM,+84596472126,"17 Le Loi, P.7",Hai Phong,Hai Phong,Male,1996-10-31,Retail,HCM - Phu Nhuan,Event,2024-02-04,Hoang Hoai Nam,0596472126
CL00105,C0070,2024-07-05,15:50,AG03,11,Call Back Later,,Credit Card,Customer asked to be called again next week.,0.18333333333333332,HOANG HOAI NAM,+84596472126,"17 Le Loi, P.7",Hai Phong,Hai Phong,Male,1996-10-31,Retail,HCM - Phu Nhuan,Event,2024-02-04,Hoang Hoai Nam,0596472126
CL00106,C0071,2024-08-25,18:46,AG05,527,Connected - Interested,Positive,Personal Loan,,8.783333333333333,Dang Thi Loan,,"6 Ly Thuong Kiet, P.7",Ho Chi Minh,Can Tho,Female,2005-03-12,SME,HCM - District 1,Event,2024-08-14,Dang Thi Loan,
CL00107,C0071,2024-09-30,17:37,AG03,39,Busy,,Savings Account,,0.65,Dang Thi Loan,,"6 Ly Thuong Kiet, P.7",Ho Chi Minh,Can Tho,Female,2005-03-12,SME,HCM - District 1,Event,2024-08-14,Dang Thi Loan,
CL00108,C0072,2024-07-10,16:54,AG04,41,Busy,,Personal Loan,,0.6833333333333333,TRAN MINH TRANG,+84861571336,"162 Tran Hung Dao, P.2",Ho Chi Minh,Can Tho,Male,1993-07-03,SME,HCM - Phu Nhuan,Online form,2024-05-10,Tran Minh Trang,0861571336
CL00109,C0072,2024-07-20,14:56,AG07,21,No Answer,,Personal Loan,,0.35,TRAN MINH TRANG,+84861571336,"162 Tran Hung Dao, P.2",Ho Chi Minh,Can Tho,Male,1993-07-03,SME,HCM - Phu Nhuan,Online form,2024-05-10,Tran Minh Trang,0861571336
CL00110,C0073,2024-05-05,19:24,AG05,21,No Answer,,Personal Loan,,0.35,pham thi loan,0759-527-137,"32 Hai Ba Trung, P.7",Can Tho,Can Tho,Female,2003-03-18,SME,HCM - Phu Nhuan,Old customer list,2024-01-05,Pham Thi Loan,0759527137
CL00111,C0074,2024-01-25,11:09,AG01,7,No Answer,,Savings Account,,0.11666666666666667,bui minh quyen,0787-068-530,"115 Ly Thuong Kiet, P.2",Can Tho,Da Nang,Female,2017-09-20,Mass,Ha Noi - Hoan Kiem,Partnership,2024-09-11,Bui Minh Quyen,0787068530
CL00112,C0074,2024-04-18,09:46,AG07,40,Busy,,Savings Account,,0.6666666666666666,bui minh quyen,0787-068-530,"115 Ly Thuong Kiet, P.2",Can Tho,Da Nang,Female,2017-09-20,Mass,Ha Noi - Hoan Kiem,Partnership,2024-09-11,Bui Minh Quyen,0787068530
CL00113,C0074,2024-02-03,15:39,AG04,53,No Answer,,Credit Card,,0.8833333333333333,bui minh quyen,0787-068-530,"115 Ly Thuong Kiet, P.2",Can Tho,Da Nang,Female,2017-09-20,Mass,Ha Noi - Hoan Kiem,Partnership,2024-09-11,Bui Minh Quyen,0787068530
CL00114,C0075,2024-02-11,16:36,AG04,10,Wrong Number,,Credit Card,Phone number incorrect.,0.16666666666666666,Dang Hong An,0864571086,"33 Le Loi, P.2",Da Nang,Da Nang,Female,2001-12-26,Mass,Can Tho - Ninh Kieu,Branch referral,2024-12-24,Dang Hong An,0864571086
CL00115,C0075,2024-10-08,09:58,AG05,334,Registered Product,Neutral,Personal Loan,Customer agreed to open product.,5.566666666666666,Dang Hong An,0864571086,"33 Le Loi, P.2",Da Nang,Da Nang,Female,2001-12-26,Mass,Can Tho - Ninh Kieu,Branch referral,2024-12-24,Dang Hong An,0864571086
CL00116,C0076,2024-08-16,16:32,AG06,57,No Answer,,Term Deposit,,0.95,bui minh loan,,"100 Nguyen Thi Minh Khai, P.1",Da Nang,Da Nang,Female,1997-01-17,Retail,Can Tho - Ninh Kieu,Event,2024-07-25,Bui Minh Loan,
CL00117,C0078,2024-03-10,14:47,AG06,535,Registered Product,Negative,Term Deposit,Customer agreed to open product.,8.916666666666666,Tran Hoai Nam,+84770538560,"184 Pham Van Dong, P.10",Can Tho,Can Tho,Male,1985-05-09,Retail,Ha Noi - Hoan Kiem,Online form,2024-06-27,Tran Hoai Nam,0770538560
CL00118,C0079,2024-11-13,15:54,AG07,156,Connected - Interested,Neutral,Personal Loan,,2.6,bui anh quyen,,"40 Cach Mang Thang 8, P.2",Ha Noi,Da Nang,Male,2003-04-10,SME,Can Tho - Ninh Kieu,Event,2024-08-18,Bui Anh Quyen,
CL00119,C0079,2024-08-30,15:36,AG07,40,Busy,,Credit Card,,0.6666666666666666,bui anh quyen,,"40 Cach Mang Thang 8, P.2",Ha Noi,Da Nang,Male,2003-04-10,SME,Can Tho - Ninh Kieu,Event,2024-08-18,Bui Anh Quyen,
CL00120,C0080,2024-11-17,11:27,AG04,94,Registered Product,Positive,Personal Loan,Customer agreed to open product.,1.5666666666666667,TRAN HONG TRANG,,"185 Hai Ba Trung, P.10",Ho Chi Minh,TP.HCM,Male,1996-12-30,Mass,Can Tho - Ninh Kieu,Event,2024-02-21,Tran Hong Trang,
CL00121,C0081,2024-05-13,13:48,AG06,34,Busy,,Term Deposit,,0.5666666666666667,pham quang an,0985 632 844,"113 Ly Thuong Kiet, P.7",Can Tho,Ha Noi,Female,1999-06-21,Retail,Ha Noi - Hoan Kiem,Event,2024-04-05,Pham Quang An,0985632844
CL00122,C0081,2024-03-02,16:01,AG02,411,Registered Product,Positive,Savings Account,Customer agreed to open product.,6.85,pham quang an,0985 632 844,"113 Ly Thuong Kiet, P.7",Can Tho,Ha Noi,Female,1999-06-21,Retail,Ha Noi - Hoan Kiem,Event,2024-04-05,Pham Quang An,0985632844
CL00123,C0082,2024-06-21,19:04,AG02,345,Connected - Not Interested,Neutral,Credit Card,Customer refused politely.,5.75,vo quang nam,+84551214109,"64 Tran Hung Dao, P.5",Hai Phong,Da Nang,Male,2003-09-23,Retail,Da Nang - Hai Chau,Partnership,2024-08-09,Vo Quang Nam,0551214109
CL00124,C0082,2024-04-27,11:18,AG01,24,No Answer,,Personal Loan,,0.4,vo quang nam,+84551214109,"64 Tran Hung Dao, P.5",Hai Phong,Da Nang,Male,2003-09-23,Retail,Da Nang - Hai Chau,Partnership,2024-08-09,Vo Quang Nam,0551214109
CL00125,C0083,2024-04-22,19:46,AG02,5,Call Back Later,,Personal Loan,Customer asked to be called again next week.,0.08333333333333333,bui anh tu,0809-592-304,"138 Nguyen Trai, P.1",Can Tho,Ha Noi,Female,2001-11-10,SME,Da Nang - Hai Chau,Event,2024-08-18,Bui Anh Tu,0809592304
CL00126,C0083,2024-05-21,13:36,AG07,15,Call Back Later,,Personal Loan,Customer asked to be called again next week.,0.25,bui anh tu,0809-592-304,"138 Nguyen Trai, P.1",Can Tho,Ha Noi,Female,2001-11-10,SME,Da Nang - Hai Chau,Event,2024-08-18,Bui Anh Tu,0809592304
CL00127,C0083,2024-12-21,18:02,AG06,37,Wrong Number,,Term Deposit,Phone number incorrect.,0.6166666666666667,bui anh tu,0809-592-304,"138 Nguyen Trai, P.1",Can Tho,Ha Noi,Female,2001-11-10,SME,Da Nang - Hai Chau,Event,2024-08-18,Bui Anh Tu,0809592304
CL00128,C0084,2024-01-10,12:22,AG04,14,No Answer,,Term Deposit,,0.23333333333333334,NGUYEN QUANG AN,0553234586,"33 Le Loi, P.7",Da Nang,Da Nang,Female,1991-11-13,Retail,HCM - Phu Nhuan,Partnership,2024-05-22,Nguyen Quang An,0553234586
CL00129,C0085,2024-01-13,15:01,AG07,340,Registered Product,Neutral,Term Deposit,Customer agreed to open product.,5.666666666666667,Do Quang Quyen,0501-344-653,"42 Ly Thuong Kiet, P.10",Da Nang,Hai Phong,Female,1985-11-21,VIP,Can Tho - Ninh Kieu,Event,2024-01-29,Do Quang Quyen,0501344653
CL00130,C0090,2024-02-07,14:34,AG07,34,Busy,,Credit Card,,0.5666666666666667,Do Hong Nam,0865265604,"175 Tran Hung Dao, P.1",Hai Phong,Ha Noi,Female,2009-10-16,VIP,Da Nang - Hai Chau,Branch referral,2024-06-18,Do Hong Nam,0865265604
CL00131,C0090,2024-10-31,12:59,AG02,255,Connected - Not Interested,Positive,Credit Card,Customer refused politely.,4.25,Do Hong Nam,0865265604,"175 Tran Hung Dao, P.1",Hai Phong,Ha Noi,Female,2009-10-16,VIP,Da Nang - Hai Chau,Branch referral,2024-06-18,Do Hong Nam,0865265604
CL00132,C0091,2024-05-16,09:11,AG03,39,Call Back Later,,Credit Card,Customer asked to be called again next week.,0.65,HOANG MINH TU,0807 627 809,"240 Nguyen Trai, P.7",Can Tho,Ha Noi,Female,2018-10-23,Mass,HCM - District 1,Event,2024-05-13,Hoang Minh Tu,0807627809
CL00133,C0093,2024-11-15,13:59,AG03,33,Call Back Later,,Personal Loan,Customer asked to be called again next week.,0.55,LE QUANG KHANH,0834-094-903,"245 Hai Ba Trung, P.5",Hai Phong,Hai Phong,Male,2010-11-04,SME,Ha Noi - Hoan Kiem,Branch referral,2024-12-05,Le Quang Khanh,0834094903
CL00134,C0093,2024-12-26,12:13,AG03,34,Call Back Later,,Savings Account,Customer asked to be called again next week.,0.5666666666666667,LE QUANG KHANH,0834-094-903,"245 Hai Ba Trung, P.5",Hai Phong,Hai Phong,Male,2010-11-04,SME,Ha Noi - Hoan Kiem,Branch referral,2024-12-05,Le Quang Khanh,0834094903
CL00135,C0093,2024-07-31,12:04,AG06,398,Connected - Not Interested,Positive,Term Deposit,Customer refused politely.,6.633333333333334,LE QUANG KHANH,0834-094-903,"245 Hai Ba Trung, P.5",Hai Phong,Hai Phong,Male,2010-11-04,SME,Ha Noi - Hoan Kiem,Branch referral,2024-12-05,Le Quang Khanh,0834094903
CL00136,C0094,2024-03-02,11:24,AG01,61,Connected - Interested,Positive,Savings Account,,1.0166666666666666,nguyen van phuc,,"57 Dien Bien Phu, P.2",Can Tho,Ha Noi,Female,1987-07-18,SME,Da Nang - Hai Chau,Partnership,2024-11-26,Nguyen Van Phuc,
CL00137,C0095,2024-10-22,15:38,AG06,44,Busy,,Savings Account,,0.7333333333333333,Bui Thanh Trang,,"52 Nguyen Thi Minh Khai, P.2",Ha Noi,Da Nang,Female,1998-04-20,Mass,HCM - Phu Nhuan,Partnership,2024-12-13,Bui Thanh Trang,
CL00138,C0096,2024-06-27,13:32,AG07,42,Connected - Interested,Neutral,Savings Account,,0.7,bui van quyen,0884-540-487,"210 Nguyen Trai, P.15",Ha Noi,Hai Phong,Male,2011-07-18,Mass,Da Nang - Hai Chau,Event,2024-08-18,Bui Van Quyen,0884540487
CL00139,C0096,2024-05-22,08:24,AG01,164,Connected - Interested,Neutral,Credit Card,,2.7333333333333334,bui van quyen,0884-540-487,"210 Nguyen Trai, P.15",Ha Noi,Hai Phong,Male,2011-07-18,Mass,Da Nang - Hai Chau,Event,2024-08-18,Bui Van Quyen,0884540487
CL00140,C0096,2024-11-04,15:39,AG03,58,Connected - Interested,Negative,Term Deposit,,0.9666666666666667,bui van quyen,0884-540-487,"210 Nguyen Trai, P.15",Ha Noi,Hai Phong,Male,2011-07-18,Mass,Da Nang - Hai Chau,Event,2024-08-18,Bui Van Quyen,0884540487
CL00141,C0097,2024-05-13,10:06,AG02,55,No Answer,,Credit Card,,0.9166666666666666,Tran Thanh An,+84794211679,"115 Ly Thuong Kiet, P.7",Ho Chi Minh,Hai Phong,Male,1986-07-26,SME,HCM - District 1,Branch referral,2024-08-12,Tran Thanh An,0794211679
CL00142,C0098,2024-01-15,08:51,AG07,497,Connected - Not Interested,Negative,Personal Loan,Customer refused politely.,8.283333333333333,Do Quang Quyen,0372 002 655,"118 Hai Ba Trung, P.2",Da Nang,Ha Noi,Male,2012-09-28,Mass,Da Nang - Hai Chau,Partnership,2024-04-30,Do Quang Quyen,0372002655
CL00143,C0098,2024-06-05,13:56,AG05,37,Busy,,Credit Card,,0.6166666666666667,Do Quang Quyen,0372 002 655,"118 Hai Ba Trung, P.2",Da Nang,Ha Noi,Male,2012-09-28,Mass,Da Nang - Hai Chau,Partnership,2024-04-30,Do Quang Quyen,0372002655
CL00144,C0098,2024-10-15,11:21,AG05,541,Connected - Not Interested,Negative,Credit Card,Customer refused politely.,9.016666666666667,Do Quang Quyen,0372 002 655,"118 Hai Ba Trung, P.2",Da Nang,Ha Noi,Male,2012-09-28,Mass,Da Nang - Hai Chau,Partnership,2024-04-30,Do Quang Quyen,0372002655
CL00145,C0099,2024-11-25,08:53,AG07,178,Connected - Interested,Positive,Personal Loan,,2.966666666666667,Nguyen Hoai Trang,0310570742,"36 Nguyen Thi Minh Khai, P.5",Ha Noi,Hai Phong,Female,2008-12-05,SME,HCM - Phu Nhuan,Event,2024-08-20,Nguyen Hoai Trang,0310570742
CL00146,C0099,2024-08-15,15:51,AG05,34,Registered Product,Neutral,Term Deposit,Customer agreed to open product.,0.5666666666666667,Nguyen Hoai Trang,0310570742,"36 Nguyen Thi Minh Khai, P.5",Ha Noi,Hai Phong,Female,2008-12-05,SME,HCM - Phu Nhuan,Event,2024-08-20,Nguyen Hoai Trang,0310570742
CL00147,C0100,2024-09-17,11:11,AG02,49,Busy,,Personal Loan,,0.8166666666666667,le thanh trang,+84730989644,"202 Nguyen Thi Minh Khai, P.5",Can Tho,Can Tho,Male,2007-05-12,SME,Da Nang - Hai Chau,Branch referral,2024-12-24,Le Thanh Trang,0730989644
CL00148,C0100,2024-04-04,10:50,AG04,40,Wrong Number,,Term Deposit,Phone number incorrect.,0.6666666666666666,le thanh trang,+84730989644,"202 Nguyen Thi Minh Khai, P.5",Can Tho,Can Tho,Male,2007-05-12,SME,Da Nang - Hai Chau,Branch referral,2024-12-24,Le Thanh Trang,0730989644
CL00149,C0100,2024-10-08,18:26,AG04,88,Connected - Not Interested,Negative,Credit Card,Customer refused politely.,1.4666666666666666,le thanh trang,+84730989644,"202 Nguyen Thi Minh Khai, P.5",Can Tho,Can Tho,Male,2007-05-12,SME,Da Nang - Hai Chau,Branch referral,2024-12-24,Le Thanh Trang,0730989644
CL00150,C0101,2024-09-10,17:39,AG06,42,Wrong Number,,Term Deposit,Phone number incorrect.,0.7,Do Anh Trang,0337-895-951,"53 Hai Ba Trung, P.15",Ho Chi Minh,Can Tho,Female,1995-01-27,Mass,Can Tho - Ninh Kieu,Branch referral,2024-05-16,Do Anh Trang,0337895951
CL00151,C0101,2024-07-18,14:46,AG06,30,Call Back Later,,Term Deposit,Customer asked to be called again next week.,0.5,Do Anh Trang,0337-895-951,"53 Hai Ba Trung, P.15",Ho Chi Minh,Can Tho,Female,1995-01-27,Mass,Can Tho - Ninh Kieu,Branch referral,2024-05-16,Do Anh Trang,0337895951
CL00152,C0102,2024-08-05,15:17,AG01,29,Wrong Number,,Personal Loan,Phone number incorrect.,0.48333333333333334,NGUYEN HONG KHANH,0760-085-622,"245 Nguyen Trai, P.2",Ha Noi,TP.HCM,Female,2018-07-03,Retail,Can Tho - Ninh Kieu,Branch referral,2024-06-13,Nguyen Hong Khanh,0760085622
CL00153,C0102,2024-04-20,15:59,AG04,47,No Answer,,Term Deposit,,0.7833333333333333,NGUYEN HONG KHANH,0760-085-622,"245 Nguyen Trai, P.2",Ha Noi,TP.HCM,Female,2018-07-03,Retail,Can Tho - Ninh Kieu,Branch referral,2024-06-13,Nguyen Hong Khanh,0760085622
CL00154,C0103,2024-12-21,11:04,AG07,41,Wrong Number,,Credit Card,Phone number incorrect.,0.6833333333333333,dang hoai quyen,0873-532-540,"235 Dien Bien Phu, P.5",Da Nang,Can Tho,Male,1988-06-17,Retail,HCM - Phu Nhuan,Online form,2024-05-31,Dang Hoai Quyen,0873532540
CL00155,C0103,2024-04-15,08:27,AG01,397,Registered Product,Positive,Term Deposit,Customer agreed to open product.,6.616666666666666,dang hoai quyen,0873-532-540,"235 Dien Bien Phu, P.5",Da Nang,Can Tho,Male,1988-06-17,Retail,HCM - Phu Nhuan,Online form,2024-05-31,Dang Hoai Quyen,0873532540
CL00156,C0103,2024-02-20,15:40,AG03,26,No Answer,,Personal Loan,,0.43333333333333335,dang hoai quyen,0873-532-540,"235 Dien Bien Phu, P.5",Da Nang,Can Tho,Male,1988-06-17,Retail,HCM - Phu Nhuan,Online form,2024-05-31,Dang Hoai Quyen,0873532540
CL00157,C0104,2024-09-13,12:20,AG06,30,Busy,,Personal Loan,,0.5,hoang thanh khanh,+84813384662,"118 Tran Hung Dao, P.15",Da Nang,Ha Noi,Male,2014-11-07,VIP,HCM - Phu Nhuan,Partnership,2024-11-10,Hoang Thanh Khanh,0813384662
CL00158,C0104,2024-06-30,14:56,AG07,20,Connected - Not Interested,Neutral,Savings Account,Customer refused politely.,0.3333333333333333,hoang thanh khanh,+84813384662,"118 Tran Hung Dao, P.15",Da Nang,Ha Noi,Male,2014-11-07,VIP,HCM - Phu Nhuan,Partnership,2024-11-10,Hoang Thanh Khanh,0813384662
CL00159,C0105,2024-02-24,10:39,AG01,450,Connected - Interested,Negative,Credit Card,,7.5,Nguyen Thanh An,+84596748270,"96 Nguyen Trai, P.10",Hai Phong,Can Tho,Female,1987-01-31,Mass,HCM - District 1,Partnership,2024-06-08,Nguyen Thanh An,0596748270
CL00160,C0108,2024-11-08,12:25,AG03,45,No Answer,,Personal Loan,,0.75,DANG MINH BINH,,"145 Nguyen Trai, P.2",Da Nang,TP.HCM,Male,1986-07-11,Retail,Da Nang - Hai Chau,Online form,2024-02-21,Dang Minh Binh,
CL00161,C0109,2024-08-31,16:25,AG06,15,Busy,,Savings Account,,0.25,HOANG NGOC TRANG,0583-837-197,"14 Le Loi, P.7",Ha Noi,TP.HCM,Female,2014-11-19,VIP,Ha Noi - Hoan Kiem,Online form,2024-10-21,Hoang Ngoc Trang,0583837197
CL00162,C0109,2024-07-28,18:33,AG01,31,Call Back Later,,Term Deposit,Customer asked to be called again next week.,0.5166666666666667,HOANG NGOC TRANG,0583-837-197,"14 Le Loi, P.7",Ha Noi,TP.HCM,Female,2014-11-19,VIP,Ha Noi - Hoan Kiem,Online form,2024-10-21,Hoang Ngoc Trang,0583837197
CL00163,C0110,2024-12-29,18:50,AG01,201,Registered Product,Neutral,Personal Loan,Customer agreed to open product.,3.35,Hoang Anh Phuc,0939466067,"69 Tran Hung Dao, P.7",Ha Noi,Can Tho,Female,1987-06-21,SME,HCM - District 1,Online form,2024-04-22,Hoang Anh Phuc,0939466067
CL00164,C0110,2024-06-28,13:52,AG01,180,Connected - Interested,Neutral,Personal Loan,,3.0,Hoang Anh Phuc,0939466067,"69 Tran Hung Dao, P.7",Ha Noi,Can Tho,Female,1987-06-21,SME,HCM - District 1,Online form,2024-04-22,Hoang Anh Phuc,0939466067
CL00165,C0110,2024-10-11,18:21,AG04,30,Wrong Number,,Credit Card,Phone number incorrect.,0.5,Hoang Anh Phuc,0939466067,"69 Tran Hung Dao, P.7",Ha Noi,Can Tho,Female,1987-06-21,SME,HCM - District 1,Online form,2024-04-22,Hoang Anh Phuc,0939466067
CL00166,C0111,2024-02-18,14:16,AG01,103,Registered Product,Positive,Personal Loan,Customer agreed to open product.,1.7166666666666666,nguyen hong phuc,0571045510,"153 Hai Ba Trung, P.7",Ho Chi Minh,Da Nang,Female,2013-08-18,VIP,HCM - District 1,Partnership,2024-04-22,Nguyen Hong Phuc,0571045510
CL00167,C0113,2024-04-27,13:27,AG05,82,Connected - Not Interested,Neutral,Term Deposit,Customer refused politely.,1.3666666666666667,hoang thi khanh,0783-844-865,"155 Dien Bien Phu, P.7",Da Nang,Ha Noi,Female,2016-08-20,SME,Ha Noi - Hoan Kiem,Old customer list,2024-04-22,Hoang Thi Khanh,0783844865
CL00168,C0113,2024-12-25,08:06,AG05,5,Busy,,Credit Card,,0.08333333333333333,hoang thi khanh,0783-844-865,"155 Dien Bien Phu, P.7",Da Nang,Ha Noi,Female,2016-08-20,SME,Ha Noi - Hoan Kiem,Old customer list,2024-04-22,Hoang Thi Khanh,0783844865
CL00169,C0113,2024-08-02,10:58,AG06,337,Connected - Not Interested,Negative,Term Deposit,Customer refused politely.,5.616666666666666,hoang thi khanh,0783-844-865,"155 Dien Bien Phu, P.7",Da Nang,Ha Noi,Female,2016-08-20,SME,Ha Noi - Hoan Kiem,Old customer list,2024-04-22,Hoang Thi Khanh,0783844865
CL00170,C0118,2024-05-23,15:18,AG01,37,Registered Product,Neutral,Credit Card,Customer agreed to open product.,0.6166666666666667,vo thanh khanh,+84524164061,"100 Nguyen Trai, P.15",Ha Noi,Ha Noi,Female,1998-11-05,Mass,Can Tho - Ninh Kieu,Online form,2024-08-05,Vo Thanh Khanh,0524164061
CL00171,C0119,2024-06-23,09:01,AG04,58,No Answer,,Savings Account,,0.9666666666666667,do ngoc loan,0911-649-333,"91 Pham Van Dong, P.10",Ha Noi,Da Nang,Male,1998-02-22,Retail,Ha Noi - Hoan Kiem,Online form,2024-07-16,Do Ngoc Loan,0911649333
CL00172,C0121,2024-08-09,13:50,AG01,8,Busy,,Credit Card,,0.13333333333333333,Vo Thi Phuc,0313564474,"145 Nguyen Trai, P.2",Da Nang,TP.HCM,Female,2014-05-01,Retail,Can Tho - Ninh Kieu,Event,2024-07-21,Vo Thi Phuc,0313564474
CL00173,C0122,2024-02-24,14:02,AG02,36,Wrong Number,,Personal Loan,Phone number incorrect.,0.6,LE ANH PHUC,,"56 Ly Thuong Kiet, P.1",Ha Noi,Da Nang,Male,2017-09-23,VIP,Ha Noi - Hoan Kiem,Event,2024-05-02,Le Anh Phuc,
CL00174,C0122,2024-06-10,19:32,AG07,27,No Answer,,Personal Loan,,0.45,LE ANH PHUC,,"56 Ly Thuong Kiet, P.1",Ha Noi,Da Nang,Male,2017-09-23,VIP,Ha Noi - Hoan Kiem,Event,2024-05-02,Le Anh Phuc,
CL00175,C0122,2024-10-14,09:06,AG01,33,Busy,,Credit Card,,0.55,LE ANH PHUC,,"56 Ly Thuong Kiet, P.1",Ha Noi,Da Nang,Male,2017-09-23,VIP,Ha Noi - Hoan Kiem,Event,2024-05-02,Le Anh Phuc,
CL00176,C0124,2024-11-18,15:22,AG07,462,Registered Product,Positive,Credit Card,Customer agreed to open product.,7.7,Hoang Thanh Binh,0797 998 182,"195 Ly Thuong Kiet, P.7",Ha Noi,Hai Phong,Female,2004-11-26,VIP,Da Nang - Hai Chau,Old customer list,2024-10-06,Hoang Thanh Binh,0797998182
CL00177,C0124,2024-11-23,13:56,AG05,258,Connected - Not Interested,Neutral,Savings Account,Customer refused politely.,4.3,Hoang Thanh Binh,0797 998 182,"195 Ly Thuong Kiet, P.7",Ha Noi,Hai Phong,Female,2004-11-26,VIP,Da Nang - Hai Chau,Old customer list,2024-10-06,Hoang Thanh Binh,0797998182
CL00178,C0125,2024-02-20,08:27,AG02,51,Call Back Later,,Term Deposit,Customer asked to be called again next week.,0.85,TRAN VAN KHANH,+84976844588,"163 Hai Ba Trung, P.1",Hai Phong,Can Tho,Male,1983-07-13,VIP,HCM - Phu Nhuan,Old customer list,2024-04-07,Tran Van Khanh,0976844588
CL00179,C0125,2024-10-17,15:13,AG06,36,Wrong Number,,Term Deposit,Phone number incorrect.,0.6,TRAN VAN KHANH,+84976844588,"163 Hai Ba Trung, P.1",Hai Phong,Can Tho,Male,1983-07-13,VIP,HCM - Phu Nhuan,Old customer list,2024-04-07,Tran Van Khanh,0976844588
